title,link,date,summary
Zomato shares zoom 2% after CLSA raises target price,https://www.moneycontrol.com/news/business/stocks/zomato-shares-zoom-2-after-clsa-raises-target-price-12274981.html,"February 15, 2024 03:16 PM IST","CLSA foresees considerable potential upside for Zomato, emphasizing the company's resilience and anticipated growth, even in scenarios where the base case for food delivery might not fully materialize."
Aditya Birla Fashion shares decline 4% after posting net loss in Q3,https://www.moneycontrol.com/news/business/markets/aditya-birla-fashion-shares-decline-4-after-posting-net-loss-in-q3-12274971.html,"February 15, 2024 10:31 AM IST","The company's revenue from operations for the quarter stood at Rs 4,166.71 crore, marking a 16 percent increase"
NMDC shares surge to 52-week high on strong Q3 performance,https://www.moneycontrol.com/news/business/markets/nmdc-shares-surge-to-52-week-high-on-strong-q3-performance-12274831.html,"February 15, 2024 10:48 AM IST",NMDC has been added to MSCI's Global Standard index after a February review and is expected to drive $169 million worth of inflows in the counter
Aarti Industries: Strong volume growth ahead,https://www.moneycontrol.com/news/business/earnings/aarti-industries-strong-volume-growth-ahead-12274821.html,"February 16, 2024 09:08 AM IST",Sequential improvement in top line backed by improved demand visibility
"Yes Bank's stake worth Rs 1,129 crore sold in bulk deal; Carlyle likely seller",https://www.moneycontrol.com/news/business/stocks/yes-bank-stake-worth-rs-1129-crore-sold-in-bulk-deal-carlyle-reportedly-doubles-its-investment-12274791.html,"February 15, 2024 10:33 AM IST","According to CNBC Awaaz, on February 15, around 39 crore shares (1.36% equity) of Yes Bank worth Rs 1,129 crore changed hands"
Paytm shares hit 5% lower circuit on ED action,https://www.moneycontrol.com/news/business/markets/paytm-shares-tank-4-after-circuit-revision-ed-action-12274701.html,"February 15, 2024 01:08 PM IST",Shares of Paytm have been in a freefall following RBI’s drastic action on Paytm Payments Bank. The action can hit the company’s revenue hard.
"Glenmark Pharma surges 6%, recovers previous day's losses",https://www.moneycontrol.com/news/business/markets/glenmark-pharma-surges-6-recovers-previous-days-losses-12274351.html,"February 15, 2024 10:21 AM IST",Glenmark Pharma shares slumped over 4 percent in the previous session after the company reported a net loss of Rs 330.8 crore in the December quarter
"Sensex gains for a third day, Nifty on course to reclaim 22,000-mark",https://www.moneycontrol.com/news/business/markets/sensex-gain-for-a-third-day-nifty-on-course-to-reclaim-22000-mark-12274551.html,"February 15, 2024 10:48 AM IST","If the momentum sustains, the Nifty can retest 22,000-22,100 soon, analysts have said. Volatility showing signs of easing"
"West Coast Paper arm doubles optical fibre cable capacity, shares hit 5% upper circuit",https://www.moneycontrol.com/news/business/stocks/west-coast-paper-arm-doubles-optical-fibre-cable-capacity-shares-hit-5-upper-circuit-12272291.html,"February 15, 2024 10:22 AM IST",The company had posted net profit of Rs 77.64 crore and revenue of Rs 564.73 crore in December 2023.
"Amber Enterprises arm invests Rs 100 crore in Shivaliks Mercantile, shares gain",https://www.moneycontrol.com/news/business/stocks/amber-enterprises-arm-invests-rs-100-crore-in-shivaliks-mercantile-shares-gain-12272471.html,"February 15, 2024 09:59 AM IST","In the quarter ended December 2023, the company's net loss increased to Rs 17.82 crore from Rs 5.50 crore in December 2022."
"Vedanta block deal: 2.2% equity stake sold for Rs 2,255 crore, GQG likely buyer; stock falls",https://www.moneycontrol.com/news/business/stocks/vedanta-block-deal-2-2-equity-stake-sold-for-rs-2255-crore-gqg-likely-buyer-stock-falls-12274131.html,"February 15, 2024 04:07 PM IST","As per exchange details, around 8.2 crore shares or 2,2 percent equity worth Rs 2,255 crore changed hands. Moneycontrol could not independently identify the buyer."
CONCOR shares gain on deal with Container Company of Bangladesh,https://www.moneycontrol.com/news/business/stocks/concor-shares-gain-on-deal-with-container-company-of-bangladesh-12272281.html,"February 15, 2024 09:59 AM IST",The consolidated net profit of company jumped 9.5 percent on-year to Rs 333.67 crore in the third quarter of the fiscal year 2023-24 (Q3FY24).
Senco Gold: Will the glow get bigger?,https://www.moneycontrol.com/news/business/earnings/senco-gold-will-it-continue-to-glow-12274501.html,"February 15, 2024 09:59 AM IST","While revenue growth was strong, margins declined"
"M&M shares soar record high post robust Q3 show, brokerages bullish",https://www.moneycontrol.com/news/business/markets/mm-shares-rise-4-post-robust-q3-show-brokerages-bullish-12274481.html,"February 15, 2024 01:40 PM IST",Analysts across firms believe that a strong SUV vertical will support growth
LIVE: Indian equities set to add onto gains; SBI and RIL's move eyed | Opening Bell,https://www.moneycontrol.com/news/videos/business/markets/live-indian-equities-set-to-add-onto-gains-sbi-and-rils-move-eyed-opening-bell-12274401.html,"February 15, 2024 09:10 AM IST","Indian equities would see more traction building in today's session. Action in Bank Nifty would be keenly watched out for.
Previous sessions’s price action is a massive boost for the bulls. It highlights importance of screen based trading.
Reliance is negating a lot of negative impact of HDFC Bank. 
Stocks to watch out for includes the likes of Paytm, Reliance Industries and Vedanta amongst others.
Catch @onlynickey in conversation with Chandan Taparia ,Senior Vice President, Head - Derivatives & Technical Research , Motilal Oswal, and Anshul Saigal—market expert"
"Live: Nifty poised for fresh breakout? More steam left in PSUs? GQG eyes Vedanta Stake, says report",https://www.moneycontrol.com/news/videos/business/earnings/live-nifty-poised-for-fresh-breakout-more-steam-left-in-psus-gqg-eyes-vedanta-stake-says-report-12274061.html,"February 15, 2024 08:59 AM IST","Indian equity market is poised for a higher open with the bulls gaining strength amid fag-end buying. The Nifty50 may extend its upward journey in the coming sessions. If the uptrend continues, then the index may face resistance at the psychological 22,000 mark, while the immediate support is expected to be at 21,700 and crucial support remains at 21,500 level, experts said. On February 14, the BSE Sensex rallied 268 points to 71,823, while the Nifty 50 recovered little more than 300 points from the day's low and ended with 97 points gains at 21,840. This morning global cues are also supportive with Wall Street staging a good rebound and Asian markets also trending higher in early trade. The GIFT Nifty is hinting at a dash at the psychological 22,000 mark. Among stocks in focus will be Vedanta, NMDC, Glenmark, Paytm among others. Catch Nandita Khemka in conversation with Kush Bohra, Founder, kushbohra.com and Deven Choksey, Managing Director, DRChoksey FinServ."
Why Nestle India is a long-term play on consumption,https://www.moneycontrol.com/news/business/earnings/why-nestle-india-is-a-long-term-play-on-consumption-12274211.html,"February 15, 2024 10:36 AM IST","Demand revival, capex push, and stable commodity prices to drive growth"
"Mahindra & Mahindra Q3 results draw bullish analyst calls, CLSA, HSBC, Nomura say ‘buy’",https://www.moneycontrol.com/news/business/markets/mahindra-mahindra-q3-results-draw-bullish-analyst-calls-clsa-hsbc-nomura-say-buy-12273861.html,"February 15, 2024 09:59 AM IST","Its revenue from operations also climbed to Rs 25,289 crore as against Rs 21,653 crore in the corresponding quarter of last year."
"Analyst Call Tracker | Street bullish on Bajaj Finance despite RBI’s risk-weight norms, ban on products",https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-street-bullish-on-bajaj-finance-despite-rbis-risk-weight-norms-ban-on-products-12274121.html,"February 15, 2024 10:21 AM IST","As per Moneycontrol’s analyst call tracker, Bajaj Finance bagged 29 ‘buy’ calls from brokerages in the past month, two ‘hold’ and four ‘sell’ calls"
How fast-growing chronic drugs are reshaping the Indian pharma market,https://www.moneycontrol.com/news/opinion/how-fast-growing-chronic-drugs-are-reshaping-the-indian-pharma-market-12273911.html,"February 15, 2024 08:13 AM IST",Pharma companies are increasing focus on chronic medicines as this category of drugs continues to outperform the Indian market
"Markets avert US inflation fallout, but domestic concerns, weak Q3 results weigh",https://www.moneycontrol.com/news/business/markets/markets-avert-us-inflation-fallout-but-domestic-concerns-weak-q3-results-weigh-12273771.html,"February 15, 2024 07:36 AM IST","Equity analysts shared a concern over weak Q3 results, challenges in topline growth across sectors, and a prevalence of more earnings misses than hits, leading to profit booking."
"Closing Bell: Sensex up 228 pts, Nifty above 21,900; mid, smallcaps gain",https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-15-02-2024-12273621.html,"February 15, 2024 04:36 PM IST",BSE Midcap and Smallcap indices up 1 percent each.
Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-232-12272271.html,"February 15, 2024 08:16 AM IST","Trends in the GIFT Nifty indicate a positive start for the broader index in India, with a gain of 80 points or 0.37 percent."
F&O Watch for Feb 15: Hindustan Copper enters NSE ban list,https://www.moneycontrol.com/news/business/stocks/fo-watch-for-feb-15-hindustan-copper-enters-nse-ban-list-12273161.html,"February 15, 2024 06:33 AM IST","Canara Bank, RBL Bank, Piramal Enterprises, GNFC, Tata Chemicals, GMR Airports Infra, PVR Inox, BHEL and Manappuram Finance may enter the ban list as these stocks are near the 95 percent MWPL."
"HFT Scan: Mansi Share and Stock Advisors net buyer in Kamdhenu Ventures, Websol Energy System",https://www.moneycontrol.com/news/business/markets/hft-scan-mansi-share-and-stock-advisors-net-buyer-in-kamdhenu-ventures-websol-energy-system-12272811.html,"February 15, 2024 06:26 AM IST",Kamdhenu Ventures and Websol Energy System shares closed lower.
"Buzzing Stocks: Adani Ent, Hindustan Unilever, Paytm, IRCTC, Gland Pharma, NMDC and others",https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-adani-ent-hindustan-unilever-paytm-irctc-gland-pharma-nmdc-and-others-12273351.html,"February 15, 2024 06:09 AM IST","Stocks to watch: Check out the companies making headlines before the opening bell today, on February 15, 2024."
"Trade Spotlight | Your strategy for SAIL, Bharat Electronics and Karur Vysya Bank today",https://www.moneycontrol.com/news/business/markets/trade-spotlight-your-strategy-for-sail-bharat-electronics-and-karur-vysya-bank-today-12273301.html,"February 15, 2024 06:42 AM IST",Karur Vysya Bank has taken a support at 50-day EMA for second straight session. The stock fell 16 percent from its all-time high before showing the current recovery. It has formed long bullish candlestick pattern on the daily charts.
"Hot Stocks | Axis Bank, GAIL India, PNB may deliver up to 14% return in short term",https://www.moneycontrol.com/news/business/markets/hot-stocks-axis-bank-gail-india-pnb-may-deliver-up-to-14-return-in-short-term-12273261.html,"February 15, 2024 06:42 AM IST","Beyond 21,850, the Nifty could potentially move towards 22,200. Support for the near term is positioned at 21,700."
"Bulk deals: GIC buys stake in Data Infra Trust, RJ Corp buys additional stake in Global Health",https://www.moneycontrol.com/news/business/stocks/bulk-deals-gic-buys-stake-in-data-infra-trust-rj-corp-buys-additional-stake-in-global-health-12272351.html,"February 14, 2024 09:18 PM IST","RJ Corp, the promoter company of Varun Beverages bought 28,82,203 shares in Global Health at an average price of Rs 1,315"
Nuvama Wealth shares rallies over 13%,https://www.moneycontrol.com/news/business/markets/nuvama-wealth-shares-rallies-over-13-12271611.html,"February 14, 2024 06:23 PM IST","On the NSE, shares of Nuvama Wealth jumped 13.32 per cent to settle at Rs 3,865 apiece."
